Gene,CDS_length
C14ORF80,747.0
C15ORF26,906.0
C15ORF27,1596.0
C15ORF32,537.0
C15ORF38,681.0
C15ORF40,381.0
C15ORF41,846.0
C15ORF43,663.0
C15ORF48,252.0
C15ORF53,540.0
C15ORF54,552.0
C15ORF57,558.0
C15ORF59,882.0
C15ORF60,801.0
C16ORF11,1716.0
C16ORF13,324.0
C16ORF3,354.0
C16ORF45,615.0
C16ORF46,1188.0
C16ORF54,675.0
C16ORF55,420.0
C16ORF58,1407.0
C16ORF59,1302.0
C16ORF62,2892.0
C16ORF71,1563.0
C16ORF72,828.0
C16ORF78,798.0
C16ORF80,582.0
C16ORF82,462.0
C16ORF87,465.0
C16ORF89,1323.0
C16ORF91,1071.0
C16ORF92,399.0
C16ORF93,885.0
C16ORF96,3426.0
C17ORF100,354.0
C17ORF102,504.0
C17ORF103,342.0
C17ORF104,2859.0
C17ORF47,1713.0
C17ORF49,519.0
C17ORF53,1944.0
C17ORF58,228.0
C17ORF59,672.0
C17ORF62,564.0
C17ORF64,381.0
C17ORF66,1713.0
C17ORF67,345.0
C17ORF70,2193.0
C17ORF74,1506.0
C17ORF75,1191.0
C17ORF76-AS1,393.0
C17ORF77,732.0
C17ORF78,828.0
C17ORF80,1830.0
C17ORF85,1023.0
C17ORF97,1302.0
C17ORF98,465.0
C18ORF21,663.0
C18ORF32,231.0
C18ORF54,1119.0
C18ORF63,2058.0
C18ORF8,1974.0
C19ORF10,522.0
C19ORF12,234.0
C19ORF18,648.0
C19ORF26,1344.0
C19ORF33,321.0
C19ORF35,1422.0
C19ORF40,648.0
C19ORF43,531.0
C19ORF44,1974.0
C19ORF45,1476.0
C19ORF47,1068.0
C19ORF48,354.0
C19ORF52,783.0
C19ORF54,1056.0
C19ORF55,1440.0
C19ORF57,1914.0
C19ORF59,564.0
C19ORF60,606.0
C19ORF66,876.0
C19ORF69,393.0
C19ORF71,630.0
C19ORF73,390.0
C19ORF80,597.0
C1D,426.0
C1GALT1C1,957.0
C1ORF100,444.0
C1ORF101,2499.0
C1ORF105,552.0
C1ORF106,1992.0
C1ORF109,612.0
C1ORF110,909.0
C1ORF111,786.0
C1ORF112,2562.0
C1ORF115,429.0
C1ORF116,1806.0
C1ORF122,471.0
C1ORF123,483.0
C1ORF127,1971.0
C1ORF131,882.0
C1ORF146,543.0
C1ORF158,585.0
C1ORF159,597.0
C1ORF162,468.0
C1ORF167,1983.0
C1ORF168,2187.0
C1ORF173,4593.0
C1ORF174,732.0
C1ORF177,1245.0
C1ORF185,600.0
C1ORF186,519.0
C1ORF189,306.0
C1ORF192,534.0
C1ORF194,474.0
C1ORF198,984.0
C1ORF200,504.0
C1ORF210,342.0
C1ORF213,381.0
C1ORF216,690.0
C1ORF227,297.0
C1ORF228,1323.0
C1ORF27,1365.0
C1ORF35,792.0
C1ORF43,660.0
C1ORF50,600.0
C1ORF51,1158.0
C1ORF52,549.0
C1ORF54,396.0
C1ORF56,1026.0
C1ORF61,471.0
C1ORF63,873.0
C1ORF64,510.0
C1ORF65,1872.0
C1ORF74,810.0
C1ORF85,1221.0
C1ORF86,543.0
C1ORF87,1641.0
C1ORF94,1227.0
C1ORF95,426.0
C1QB,762.0
C1QBP,849.0
C1QC,738.0
C1QL1,777.0
C1QL2,864.0
C1QL3,768.0
C1QL4,717.0
C1QTNF1,600.0
C1QTNF2,993.0
C1QTNF3,960.0
C1QTNF4,990.0
C1QTNF5,732.0
C1QTNF6,837.0
C1QTNF7,870.0
C1QTNF8,759.0
C1QTNF9,1002.0
C1QTNF9B,1002.0
C1QTNF9B-AS1,321.0
C1R,2007.0
C1RL,1464.0
C2,2259.0
C20ORF112,1311.0
C20ORF141,498.0
C20ORF144,462.0
C20ORF166,354.0
C20ORF173,609.0
C20ORF194,3534.0
C20ORF195,957.0
C20ORF196,618.0
C20ORF197,381.0
C20ORF201,723.0
C20ORF24,390.0
C20ORF26,3714.0
C20ORF85,414.0
C20ORF96,1092.0
C21ORF33,807.0
C21ORF58,969.0
C21ORF59,873.0
C21ORF62,744.0
C21ORF67,249.0
C22ORF15,399.0
C22ORF23,654.0
C22ORF24,483.0
C22ORF28,1518.0
C22ORF29,1095.0
C22ORF31,873.0
C22ORF39,318.0
C22ORF42,756.0
C22ORF43,690.0
C2CD2,2091.0
C2CD2L,2124.0
C2CD3,5892.0
C2CD4A,1110.0
C2CD4B,1095.0
C2CD4C,1266.0
C2CD4D,1062.0
C2ORF15,378.0
C2ORF16,5955.0
C2ORF27B,630.0
C2ORF40,447.0
C2ORF42,1725.0
C2ORF43,978.0
C2ORF44,2166.0
C2ORF47,876.0
C2ORF48,480.0
C2ORF49,699.0
C2ORF50,489.0
C2ORF53,1239.0
C2ORF54,1344.0
C2ORF57,1188.0
C2ORF61,534.0
C2ORF62,1164.0
C2ORF66,354.0
C2ORF68,501.0
C2ORF69,1158.0
C2ORF70,606.0
C2ORF71,3867.0
C2ORF73,864.0
C2ORF76,381.0
C2ORF78,2679.0
C2ORF80,582.0
C2ORF81,1767.0
C2ORF82,366.0
C2ORF83,453.0
C2ORF88,288.0
C3,4992.0
C3AR1,1449.0
C3ORF14,387.0
C3ORF17,1704.0
C3ORF18,489.0
C3ORF20,2715.0
C3ORF22,426.0
C3ORF27,450.0
C3ORF30,1611.0
C3ORF33,738.0
C3ORF35,513.0
C3ORF36,498.0
C3ORF37,1065.0
C3ORF38,990.0
C3ORF43,645.0
C3ORF52,654.0
C3ORF55,402.0
C3ORF56,729.0
C3ORF58,1293.0
C3ORF62,804.0
C3ORF67,1692.0
C3ORF70,753.0
C3ORF72,528.0
C3ORF79,303.0
C4A,5235.0
C4BPA,1794.0
C4BPB,756.0
C4ORF17,1080.0
C4ORF19,945.0
C4ORF22,702.0
C4ORF26,393.0
C4ORF27,1041.0
C4ORF29,1293.0
C4ORF3,600.0
C4ORF32,399.0
C4ORF33,600.0
C4ORF36,354.0
C4ORF40,660.0
C4ORF45,561.0
C4ORF46,342.0
C4ORF47,930.0
C4ORF48,420.0
C4ORF50,831.0
C4ORF51,609.0
C4ORF6,282.0
C5,5031.0
C5AR1,1053.0
C5AR2,1014.0
C5ORF15,798.0
C5ORF20,735.0
C5ORF22,1329.0
C5ORF24,567.0
C5ORF28,648.0
C5ORF30,621.0
C5ORF34,1917.0
C5ORF42,6288.0
C5ORF45,1032.0
C5ORF46,264.0
C5ORF47,531.0
C5ORF48,405.0
C5ORF49,444.0
C5ORF51,885.0
C5ORF52,480.0
C5ORF55,360.0
C5ORF56,381.0
C5ORF58,309.0
C5ORF63,417.0
C5ORF64,393.0
C6,2805.0
C6ORF1,480.0
C6ORF10,1692.0
C6ORF106,897.0
C6ORF118,1410.0
C6ORF120,576.0
C6ORF132,3567.0
C6ORF136,519.0
C6ORF141,735.0
C6ORF15,978.0
C6ORF163,612.0
C6ORF165,1518.0
C6ORF170,3774.0
C6ORF195,384.0
C6ORF201,423.0
C6ORF211,1326.0
C6ORF222,1959.0
C6ORF226,306.0
C6ORF25,714.0
C6ORF47,885.0
C6ORF48,228.0
C6ORF52,459.0
C6ORF57,327.0
C6ORF58,993.0
C6ORF62,690.0
C6ORF70,2037.0
C6ORF89,1065.0
C7,2532.0
C7ORF10,1416.0
C7ORF25,1266.0
C7ORF26,1350.0
C7ORF31,1773.0
C7ORF33,534.0
C7ORF34,369.0
C7ORF41,396.0
C7ORF43,1743.0
C7ORF49,390.0
C7ORF55,342.0
C7ORF57,888.0
C7ORF60,1218.0
C7ORF61,621.0
C7ORF62,762.0
C7ORF66,348.0
C7ORF71,510.0
C7ORF72,1317.0
C8A,1755.0
C8B,1776.0
C8G,609.0
C8ORF22,246.0
C8ORF31,399.0
C8ORF33,690.0
C8ORF4,321.0
C8ORF42,558.0
C8ORF44,480.0
C8ORF46,624.0
C8ORF47,1125.0
C8ORF48,960.0
C8ORF58,1098.0
C8ORF59,132.0
C8ORF74,885.0
C8ORF76,1143.0
C8ORF86,672.0
C9ORF106,699.0
C9ORF114,1131.0
C9ORF116,279.0
C9ORF117,1563.0
C9ORF123,339.0
C9ORF129,591.0
C9ORF131,3240.0
C9ORF135,690.0
C9ORF139,573.0
C9ORF142,615.0
C9ORF152,657.0
C9ORF153,306.0
C9ORF156,1326.0
C9ORF16,252.0
C9ORF163,612.0
C9ORF170,366.0
C9ORF171,963.0
C9ORF172,2931.0
C9ORF173,1161.0
C9ORF3,2163.0
C9ORF37,531.0
C9ORF40,585.0
C9ORF41,1230.0
C9ORF43,1386.0
C9ORF47,609.0
C9ORF50,1296.0
C9ORF64,1026.0
C9ORF66,888.0
C9ORF69,420.0
C9ORF72,1446.0
C9ORF78,870.0
C9ORF84,4218.0
C9ORF89,552.0
C9ORF9,507.0
C9ORF91,1029.0
C9ORF96,1899.0
CA1,786.0
CA10,987.0
CA11,987.0
CA12,1065.0
CA13,789.0
CA14,1014.0
CA2,783.0
CA3,783.0
CA4,939.0
CA5A,918.0
CA5B,954.0
CA6,927.0
CA7,795.0
CA8,873.0
CA9,1380.0
CAAP1,1086.0
CAB39,1026.0
CABIN1,6663.0
CABLES2,1437.0
CABP1,1113.0
CABP2,663.0
CABP4,828.0
CABP5,522.0
CABP7,648.0
CABS1,1188.0
CACFD1,519.0
CACHD1,3672.0
CACNA1A,7521.0
CACNA1B,7020.0
CACNA1C,6756.0
CACNA1D,6546.0
CACNA1E,6813.0
CACNA1F,5934.0
CACNA1G,7134.0
CACNA1I,6567.0
CACNA1S,5622.0
CACNA2D1,3276.0
CACNA2D2,3432.0
CACNA2D3,3276.0
CACNA2D4,3414.0
CACNB1,1572.0
CACNB2,1818.0
CACNB3,1455.0
CACNG1,669.0
CACNG2,972.0
CACNG3,948.0
CACNG4,984.0
CACNG5,891.0
CACNG6,783.0
CACNG7,828.0
CACNG8,1278.0
CACTIN,2604.0
CACYBP,687.0
CAD,6678.0
CADM1,1329.0
CADM2,1314.0
CADM3,1299.0
CADM4,1167.0
CADPS,3945.0
CADPS2,3891.0
CAGE1,1926.0
CALB1,786.0
CALB2,816.0
CALCA,426.0
CALCB,384.0
CALCOCO1,2076.0
CALCOCO2,1341.0
CALCR,1425.0
CALCRL,1386.0
CALD1,2382.0
CALHM1,1041.0
CALHM2,972.0
CALHM3,1035.0
CALM1,450.0
CALM2,450.0
CALM3,450.0
CALML3,450.0
CALML4,591.0
CALML5,441.0
CALML6,546.0
CALN1,660.0
CALR,1254.0
CALR3,1155.0
CALU,948.0
CALY,654.0
CAMK1,1113.0
CAMK1D,1074.0
CAMK1G,1431.0
CAMK2A,1470.0
CAMK2B,2001.0
CAMK2D,1500.0
CAMK2G,1488.0
CAMK2N1,237.0
CAMK2N2,240.0
CAMK4,1422.0
CAMKK1,1518.0
CAMKK2,1767.0
CAMKMT,972.0
CAMKV,1506.0
CAMLG,891.0
CAMP,513.0
CAMSAP1,4809.0
CAMSAP3,3750.0
CAMTA1,5022.0
CAND1,3693.0
CAND2,3360.0
CANT1,1206.0
CANX,1779.0
CAP1,1428.0
CAP2,1434.0
CAPN1,2145.0
CAPN10,1554.0
CAPN11,2220.0
CAPN12,2160.0
CAPN13,2010.0
CAPN14,2055.0
CAPN2,2103.0
CAPN3,2448.0
CAPN5,1923.0
CAPN6,1926.0
CAPN8,2046.0
CAPN9,1995.0
CAPNS1,807.0
CAPNS2,747.0
CAPRIN1,2130.0
CAPRIN2,3384.0
CAPS,570.0
CAPS2,1149.0
CAPSL,627.0
CAPZA1,861.0
CAPZA2,861.0
CAPZB,819.0
CARD10,3099.0
CARD11,3465.0
CARD14,3015.0
CARD16,594.0
CARD17,333.0
CARD18,273.0
CARD6,3114.0
CARD8,1296.0
CARD9,1611.0
CARHSP1,444.0
CARKD,1173.0
CARM1,1827.0
CARNS1,1158.0
CARS,2247.0
CARS2,1695.0
CARTPT,351.0
CASC1,2151.0
CASC4,1311.0
CASD1,2394.0
CASKIN2,3609.0
CASP1,1215.0
CASP10,1569.0
CASP12,1026.0
CASP14,729.0
CASP2,1359.0
CASP3,834.0
CASP4,1134.0
CASP6,882.0
CASP7,1011.0
CASP8AP2,5892.0
CASP9,1251.0
CASQ1,1191.0
CASQ2,1200.0
CASR,3237.0
CASS4,2361.0
CAST,2061.0
CAT,1584.0
CATSPER1,2343.0
CATSPER2,1587.0
CATSPER3,1197.0
CATSPER4,1419.0
CATSPERB,3351.0
CATSPERD,2397.0
CATSPERG,2400.0
CAV1,537.0
CAV3,456.0
CBFA2T2,1815.0
CBFA2T3,1962.0
CBLB,2949.0
CBLC,1425.0
CBLL1,1476.0
CBLN1,582.0
CBLN2,675.0
CBLN4,606.0
CBR1,834.0
CBR3,834.0
CBR4,714.0
CBS,1656.0
CBWD1,1188.0
CBWD2,1188.0
CBWD3,1188.0
CBWD6,1188.0
CBX1,558.0
CBX2,1599.0
CBX3,552.0
CBX4,1683.0
CBX5,576.0
CBX6,1239.0
CBX7,756.0
CBY1,381.0
CC2D1A,2856.0
CC2D1B,2577.0
CC2D2A,4539.0
CCBL1,1269.0
CCBL2,1173.0
CCBP2,1155.0
CCDC101,882.0
CCDC102A,1653.0
CCDC102B,1542.0
CCDC103,729.0
CCDC105,1500.0
CCDC106,843.0
CCDC107,852.0
CCDC108,5778.0
CCDC109B,747.0
CCDC11,1545.0
CCDC110,2502.0
CCDC111,1683.0
CCDC112,1590.0
CCDC113,1134.0
CCDC114,1392.0
CCDC115,543.0
CCDC116,1842.0
CCDC117,840.0
CCDC12,501.0
CCDC121,837.0
CCDC122,822.0
CCDC124,672.0
CCDC125,1536.0
CCDC126,423.0
CCDC127,783.0
CCDC129,3135.0
CCDC13,2148.0
CCDC130,1191.0
CCDC132,984.0
CCDC134,690.0
CCDC135,2625.0
CCDC136,3474.0
CCDC137,870.0
CCDC138,1998.0
CCDC14,2382.0
CCDC140,492.0
CCDC141,2628.0
CCDC142,2232.0
CCDC144A,4281.0
CCDC144B,4278.0
CCDC146,2868.0
CCDC147,2619.0
CCDC149,804.0
CCDC150,3306.0
CCDC151,1788.0
CCDC152,765.0
CCDC153,375.0
CCDC154,2025.0
CCDC155,1689.0
CCDC157,2106.0
CCDC158,3342.0
CCDC159,1236.0
CCDC160,978.0
CCDC167,294.0
CCDC168,7359.0
CCDC169,426.0
CCDC17,1773.0
CCDC170,2148.0
CCDC172,777.0
CCDC173,1659.0
CCDC174,1404.0
CCDC175,2487.0
CCDC176,687.0
CCDC178,2490.0
CCDC180,4941.0
CCDC181,1527.0
CCDC19,1656.0
CCDC22,1884.0
CCDC24,924.0
CCDC25,627.0
CCDC27,1971.0
CCDC28A,825.0
CCDC28B,603.0
CCDC3,813.0
CCDC33,2268.0
CCDC34,690.0
CCDC37,1836.0
CCDC40,3429.0
CCDC41,2106.0
CCDC42,951.0
CCDC43,675.0
CCDC50,1449.0
CCDC51,1236.0
CCDC53,585.0
CCDC54,987.0
CCDC57,2751.0
CCDC58,435.0
CCDC59,726.0
CCDC6,1425.0
CCDC60,1653.0
CCDC61,1596.0
CCDC62,2049.0
CCDC63,1692.0
CCDC64,1722.0
CCDC64B,1527.0
CCDC65,1455.0
CCDC66,2496.0
CCDC67,1815.0
CCDC68,1008.0
CCDC69,891.0
CCDC7,1461.0
CCDC70,702.0
CCDC71,1404.0
CCDC74A,1137.0
CCDC74B,1143.0
CCDC77,1467.0
CCDC78,1317.0
CCDC79,2184.0
CCDC8,1617.0
CCDC80,2853.0
CCDC81,1689.0
CCDC82,1635.0
CCDC83,1335.0
CCDC84,999.0
CCDC85A,1662.0
CCDC85C,1260.0
CCDC86,1083.0
CCDC87,2550.0
CCDC88B,4431.0
CCDC88C,1524.0
CCDC89,1125.0
CCDC9,1596.0
CCDC90B,765.0
CCDC91,1326.0
CCDC92,996.0
CCDC93,1896.0
CCDC94,972.0
CCDC96,1668.0
CCDC97,1032.0
CCER1,1221.0
CCHCR1,2349.0
CCIN,1767.0
CCK,348.0
CCKAR,1287.0
CCKBR,1344.0
CCL1,291.0
CCL11,294.0
CCL13,297.0
CCL14,282.0
CCL15,342.0
CCL16,363.0
CCL17,285.0
CCL18,270.0
CCL19,297.0
CCL20,291.0
CCL21,405.0
CCL22,282.0
CCL23,414.0
CCL24,360.0
CCL25,453.0
CCL26,285.0
CCL27,339.0
CCL28,384.0
CCL3,279.0
CCL4,279.0
CCL5,276.0
CCL7,300.0
CCM2,1398.0
CCM2L,1302.0
CCNA1,1398.0
CCNA2,1299.0
CCNB1,1302.0
CCNB1IP1,834.0
CCNB2,1197.0
CCNB3,4188.0
CCNC,912.0
CCND1,888.0
CCND2,870.0
CCNDBP1,1083.0
CCNE1,1233.0
CCNE2,1215.0
CCNF,2361.0
CCNG1,888.0
CCNG2,1035.0
CCNH,972.0
CCNI,1134.0
CCNI2,1110.0
CCNJ,1119.0
CCNJL,1308.0
CCNL1,174.0
CCNL2,1563.0
CCNO,1053.0
CCNT1,2181.0
CCNT2,2193.0
CCNY,864.0
CCNYL1,870.0
CCNYL3,1035.0
CCP110,2976.0
CCR1,1068.0
CCR10,1089.0
CCR2,1125.0
CCR3,1068.0
CCR4,1083.0
CCR5,1059.0
CCR6,1125.0
CCR7,1137.0
CCR8,1068.0
CCR9,1110.0
CCRL2,1035.0
CCRN4L,1296.0
CCS,825.0
CCSAP,813.0
CCSER1,2703.0
CCSER2,2505.0
CCT2,1608.0
CCT3,1638.0
CCT4,1620.0
CCT5,1626.0
CCT6A,1596.0
CCT6B,1593.0
CCT7,1020.0
CCT8,1647.0
CCT8L2,1674.0
CCZ1,1449.0
CCZ1B,1449.0
CD101,3066.0
CD109,4338.0
CD14,1128.0
CD151,762.0
CD160,546.0
CD163,3471.0
CD163L1,4362.0
CD164L2,522.0
CD177,438.0
CD180,1986.0
CD19,1671.0
CD1A,984.0
CD1B,1002.0
CD1C,1002.0
CD200,885.0
CD200R1,1047.0
CD200R1L,816.0
CD207,987.0
CD209,1215.0
CD22,2544.0
CD226,1011.0
CD244,1098.0
CD247,495.0
CD248,2274.0
CD27,783.0
CD274,873.0
CD276,1605.0
CD28,663.0
CD2AP,1920.0
CD2BP2,1026.0
CD300C,675.0
CD300E,618.0
CD300LB,717.0
CD300LD,585.0
CD300LF,873.0
CD300LG,999.0
CD302,699.0
CD320,849.0
CD33,1095.0
CD34,1158.0
CD36,1419.0
CD37,846.0
CD38,903.0
CD3D,516.0
CD3E,624.0
CD3EAP,1533.0
CD3G,549.0
CD4,1377.0
CD40,834.0
CD40LG,786.0
CD44,2229.0
CD46,1179.0
CD47,972.0
CD48,732.0
CD5,1488.0
CD52,186.0
CD53,660.0
CD55,1146.0
CD59,387.0
CD5L,1044.0
CD6,2007.0
CD63,717.0
CD68,1065.0
CD69,600.0
CD7,723.0
CD70,582.0
CD72,1080.0
CD74,483.0
CD79A,681.0
CD79B,690.0
CD80,867.0
CD81,711.0
CD82,804.0
CD83,618.0
CD84,987.0
CD86,990.0
CD8A,708.0
CD8B,732.0
CD9,687.0
CD93,1959.0
CD96,1758.0
CD97,2508.0
CD99,558.0
CDA,441.0
CDADC1,1545.0
CDAN1,3684.0
CDC123,1011.0
CDC14A,1785.0
CDC14B,1380.0
CDC16,1863.0
CDC20,1500.0
CDC20B,1548.0
CDC23,1785.0
CDC25B,1806.0
CDC25C,1422.0
CDC26,258.0
CDC34,711.0
CDC37,1137.0
CDC37L1,1014.0
CDC40,1740.0
CDC42,576.0
CDC42BPA,4917.0
CDC42BPB,5136.0
CDC42BPG,4719.0
CDC42EP1,1176.0
CDC42EP2,633.0
CDC42EP3,765.0
CDC42EP4,1071.0
CDC42EP5,447.0
CDC42SE1,240.0
CDC42SE2,255.0
CDC45,1701.0
CDC5L,2409.0
CDC6,1683.0
CDCA2,3072.0
CDCA3,807.0
CDCA4,726.0
CDCA5,759.0
CDCA7,1353.0
CDCA7L,1365.0
CDCA8,843.0
CDCP1,2511.0
CDH10,2367.0
CDH11,2391.0
CDH12,2385.0
CDH13,1827.0
CDH15,2445.0
CDH16,2490.0
CDH17,2499.0
CDH18,2373.0
CDH19,2319.0
CDH2,2721.0
CDH20,2406.0
CDH22,2487.0
CDH23,10080.0
CDH26,2499.0
CDH3,2490.0
CDH4,2751.0
CDH5,2355.0
CDH6,2373.0
CDH8,2400.0
CDH9,2370.0
CDHR1,2580.0
CDHR2,3933.0
CDHR3,2658.0
CDHR4,2367.0
CDHR5,2538.0
CDIP1,627.0
CDIPT,642.0
CDK1,894.0
CDK10,1083.0
CDK11A,2358.0
CDK11B,2388.0
CDK13,4539.0
CDK14,1356.0
CDK15,1155.0
CDK16,1491.0
CDK18,1515.0
CDK19,1509.0
CDK20,1359.0
CDK2AP1,348.0
CDK2AP2,381.0
CDK3,918.0
CDK4,912.0
CDK5,879.0
CDK5R1,924.0
CDK5R2,1104.0
CDK5RAP1,1764.0
CDK5RAP2,5682.0
CDK5RAP3,1521.0
CDK6,981.0
CDK7,1041.0
CDK8,1395.0
CDK9,1119.0
CDKAL1,1740.0
CDKL1,1077.0
CDKL4,1029.0
CDKL5,3093.0
CDKN2AIP,1743.0
CDKN2AIPNL,351.0
CDKN2B,417.0
CDKN2D,501.0
CDKN3,639.0
CDNF,564.0
CDO1,603.0
CDON,3795.0
CDPF1,372.0
CDR1,789.0
CDR2,1365.0
CDR2L,1398.0
CDRT1,759.0
CDRT15,567.0
CDRT15L2,846.0
CDRT4,456.0
CDS1,1386.0
CDS2,1338.0
CDSN,1590.0
CDT1,1641.0
CDV3,777.0
CDX1,798.0
CDX2,942.0
CDX4,855.0
CDYL,1797.0
CDYL2,1521.0
CEACAM1,1581.0
CEACAM16,1473.0
CEACAM18,915.0
CEACAM19,900.0
CEACAM20,1788.0
CEACAM21,882.0
CEACAM3,759.0
CEACAM4,735.0
CEACAM5,2109.0
CEACAM6,1035.0
CEACAM7,798.0
CEACAM8,1050.0
CEBPB,1038.0
CEBPD,810.0
CEBPE,846.0
CEBPG,453.0
CEBPZ,3165.0
CECR1,1536.0
CECR2,4329.0
CECR5,1272.0
CELA2A,810.0
CELA2B,810.0
CELA3A,813.0
CELA3B,813.0
CELF1,1461.0
CELF2,1530.0
CELF3,1398.0
CELF4,1461.0
CELF5,1458.0
CELSR1,9045.0
CELSR2,8772.0
CELSR3,9939.0
CEMP1,744.0
CEND1,450.0
CENPA,423.0
CENPB,1800.0
CENPBD1,564.0
CENPE,7995.0
CENPF,9345.0
CENPH,744.0
CENPI,2271.0
CENPJ,4017.0
CENPK,810.0
CENPM,543.0
CENPN,615.0
CENPO,903.0
CENPP,867.0
CENPQ,807.0
CENPT,1686.0
CENPV,819.0
CENPW,267.0
CEP104,2778.0
CEP112,2868.0
CEP135,3423.0
CEP152,4965.0
CEP164,4383.0
CEP170,4755.0
CEP170B,4560.0
CEP192,5826.0
CEP250,7329.0
CEP350,9354.0
CEP41,1122.0
CEP44,1173.0
CEP57,1503.0
CEP63,2112.0
CEP68,2274.0
CEP70,1794.0
CEP72,1944.0
CEP76,1980.0
CEP78,2070.0
CEP85,2289.0
CEP85L,2418.0
CEP89,2352.0
CEP95,2466.0
CEP97,2598.0
CEPT1,1251.0
CER1,804.0
CERCAM,1554.0
CERKL,1599.0
CERS1,1053.0
CERS2,1143.0
CERS4,1185.0
CERS5,1179.0
CERS6,1155.0
CES1,1701.0
CES2,1872.0
CES3,1716.0
CES4A,1476.0
CES5A,1578.0
CETN1,519.0
CETN2,519.0
CETP,1482.0
CFB,2295.0
CFD,762.0
CFDP1,900.0
CFH,3696.0
CFHR1,993.0
CFHR2,813.0
CFHR3,993.0
CFHR5,1710.0
CFL1,501.0
CFL2,501.0
CFLAR,1443.0
CGA,351.0
CGB,498.0
CGB1,468.0
CGB2,492.0
CGB8,498.0
CGGBP1,504.0
CGN,3612.0
CGNL1,3909.0
CGREF1,906.0
CH25H,819.0
CHAC1,669.0
CHAC2,555.0
CHAD,1080.0
CHAF1A,2871.0
CHAF1B,1680.0
CHAMP1,2439.0
CHAT,2247.0
CHCHD1,357.0
CHCHD10,429.0
CHCHD2,456.0
CHCHD3,684.0
CHCHD4,468.0
CHCHD5,333.0
CHCHD6,708.0
CHCHD7,258.0
CHD1,5133.0
CHD1L,2694.0
CHD4,5760.0
CHD5,5865.0
CHD6,8148.0
CHD7,8994.0
CHDH,1785.0
CHEK1,1431.0
CHEK2,1632.0
CHERP,2751.0
CHFR,1872.0
CHGA,1374.0
CHGB,2034.0
CHI3L1,1152.0
CHI3L2,1173.0
CHIA,1107.0
CHIC1,654.0
CHIC2,498.0
CHID1,1182.0
CHKA,1374.0
CHKB,1188.0
CHL1,3675.0
CHM,1962.0
CHML,1971.0
CHMP1A,723.0
CHMP1B,600.0
CHMP2A,669.0
CHMP2B,642.0
CHMP3,669.0
CHMP4A,798.0
CHMP4B,675.0
CHMP4C,702.0
CHMP5,660.0
CHMP6,606.0
CHMP7,1362.0
CHN1,1380.0
CHN2,1407.0
CHODL,822.0
CHORDC1,999.0
CHP1,588.0
CHP2,591.0
CHPF,2328.0
CHPT1,1221.0
CHRAC1,396.0
CHRD,2868.0
CHRDL2,1356.0
CHRFAM7A,1239.0
CHRM1,1383.0
CHRM2,1401.0
CHRM4,1440.0
CHRM5,1599.0
CHRNA1,1449.0
CHRNA10,1353.0
CHRNA2,1590.0
CHRNA3,1518.0
CHRNA4,1884.0
CHRNA5,1407.0
CHRNA6,1485.0
CHRNA7,1509.0
CHRNA9,1440.0
CHRNB1,1506.0
CHRNB3,1377.0
CHRNB4,1497.0
CHRND,1554.0
CHRNE,1482.0
CHRNG,1554.0
CHST1,1236.0
CHST10,1071.0
CHST11,1059.0
CHST12,1245.0
CHST13,1026.0
CHST14,1131.0
CHST15,1686.0
CHST2,1593.0
CHST3,1440.0
CHST4,1161.0
CHST5,1236.0
CHST6,1188.0
CHST8,1275.0
CHST9,1332.0
CHSY1,2409.0
CHSY3,2649.0
CHTF18,2928.0
CHTF8,135.0
CHTOP,747.0
CHUK,2238.0
CHURC1,342.0
CIAO1,1020.0
CIAPIN1,939.0
CIB1,576.0
CIB2,564.0
CIB3,564.0
CIB4,558.0
CIDEA,762.0
CIDEB,660.0
CIDEC,717.0
CIITA,3393.0
CILP,3555.0
CILP2,3471.0
CINP,639.0
CIR1,1353.0
CIRBP,519.0
CIRH1A,2061.0
CISD1,327.0
CISD2,408.0
CISD3,384.0
CIT,6168.0
CITED1,582.0
CITED2,813.0
CIZ1,2697.0
CKAP2L,2238.0
CKAP4,1809.0
CKAP5,6099.0
CKB,1146.0
CKLF,459.0
CKM,1146.0
CKMT1A,1254.0
CKMT1B,1254.0
CKMT2,1260.0
CKS1B,240.0
CKS2,240.0
CLASP1,4617.0
CLASRP,2025.0
CLC,429.0
CLCA1,2745.0
CLCA2,2832.0
CLCA4,2760.0
CLCC1,1506.0
CLCF1,678.0
CLCN1,2967.0
CLCN2,2697.0
CLCN4,2283.0
CLCN6,2610.0
CLCN7,2418.0
CLCNKA,2064.0
CLCNKB,2064.0
CLDN1,636.0
CLDN10,681.0
CLDN11,624.0
CLDN12,735.0
CLDN14,720.0
CLDN15,687.0
CLDN16,918.0
CLDN17,675.0
CLDN18,786.0
CLDN19,675.0
CLDN2,693.0
CLDN20,660.0
CLDN22,663.0
CLDN23,879.0
CLDN24,663.0
CLDN25,690.0
CLDN3,663.0
CLDN4,630.0
CLDN5,657.0
CLDN7,636.0
CLDN8,678.0
CLDN9,654.0
CLDND1,762.0
CLDND2,504.0
CLEC10A,951.0
CLEC11A,972.0
CLEC12A,798.0
CLEC12B,699.0
CLEC14A,1473.0
CLEC16A,3162.0
CLEC17A,951.0
CLEC18A,1341.0
CLEC18B,1368.0
CLEC18C,1341.0
CLEC1A,843.0
CLEC1B,690.0
CLEC2A,525.0
CLEC2D,585.0
CLEC2L,645.0
CLEC3A,594.0
